comment_id,MK_ID,mk_name,post_status_id,post_content,post_link,comment_link,comment_content,comment_content_processed,comment_time_of_publication,COMMENT_PUBLICATION_DAYS_FROM_RESEARCH_START_DATE,post_like_count,post_comment_count,post_share_count,comment_like_count,comment_comment_count,comment_main_language,POST_LEN_MESSAGE,COMMENT_LEN_MESSAGE,COMMENTATOR_LIKED_POST,HAS_NAME_OF_POST_WRITER_MK_IN_COMMENT,IDS_OF_MKS_MENTIONED_IN_COMMENT,NUM_OF_COMMENTS_BY_COMMENTATOR_ON_POST,COMMENTATOR_ID,POLITICAL_WING_HATNUA_LEFT,POLITICAL_WING_HATNUA_CENTER,IS_COALITION,PARTY_NAME,IS_FEMALE,AGE,MK_POLITICAL_STATUS,MK_POLITICAL_SENIORITY_INDEX,IS_CURRENT_OR_PAST_PARTY_LEADER,IS_CURRENT_OR_PAST_PM_CANDIDATE,IS_PM,POST_PUBLICATION_TIMESTAMP,POST_PUBLICATION_DATE,POST_PUBLICATION_DAYS_FROM_RESEARCH_START_DATE,POST_WITH_PHOTO,POST_WITH_LINK,POST_WITH_VIDEO,POST_WITH_STATUS,POST_WITH_TEXT_ONLY,POST_IN_HEBREW,POST_IN_ENGLISH,POST_IN_ARABIC,POST_IN_OTHER,DAYS_FROM_ELECTION,DAYS_FROM_THREE_TEENAGER_KIDNAP,DAYS_FROM_PROTECTIVE_EDGE_OFFICIAL_START_DATE,DAYS_FROM_PROTECTIVE_EDGE_OFFICIAL_END_DATE,DAYS_FROM_DUMA_ARSON_ATTACK,DAYS_FROM_THIRD_INTIFADA_START_DATE,DAYS_FROM_MK_BIRTHDAY,POST_PUBLISHED_ON_SATURDAY,COMMENT_PUBLISHED_ON_SATURDAY,NUM_OF_COMMENTS_BY_COMMENTATOR_ID_ON_GIVEN_MK_POSTS,NUM_OF_LIKES_BY_COMMENTATOR_ID_ON_GIVEN_MK_POSTS,RATIO_OF_COMMENTS_BY_COMMENTATOR_ID_ON_GIVEN_MK_POSTS,RATIO_OF_LIKES_BY_COMMENTATOR_ID_ON_GIVEN_MK_POSTS,NUM_OF_COMMENTS_BY_COMMENTATOR_ID_ON_ALL_MK_POSTS,NUM_OF_LIKES_BY_COMMENTATOR_ID_ON_ALL_MK_POSTS,RATIO_OF_COMMENTS_BY_COMMENTATOR_ID_ON_ALL_MK_POSTS,RATIO_OF_LIKES_BY_COMMENTATOR_ID_ON_ALL_MK_POSTS,,,feed_id,helper_feed_popularity_index_field,fan_count_at_time_of_publication,fan_count_at_end_of_research,start_of_term,end_of_term,mk_seniority_by_end_of_research_in_days,post_published_after_start_of_term,post_published_before_end_of_term,post_in_range,commentmain_language_manual_qa,ATTITUDE,ATTITUDE_TOWARD_WRITER_OF_POST,ATTITUDE_TOWARD_RIVALS,ATTITUDE_TOWARD_ALLIES,ATTITUDE_TOWARD_OTHERS,ATTITUDE_TOWARD_CONTENT_OF_POST,OTHERS_NEGATIVE_LANGUAGE,OTHERS_GREETINGS,OTHERS_CALL_FOR_ACTION,comments
722134817818748_722157011149862,876,מיקי לוי,369855119713388_722134817818748,"״אסור לשפוך את התינוק עם המים, יש לנו רק משטרה אחת״. כך חזרתי ואמרתי בכל פעם כשהושמעה ביקורת (שחלקה היה מוצדק) כלפי המשטרה.         בסופו של יום השוטרים הללו הם שעומדים בקו הראשון וחוסמים בגופם את המחבלים.         אז היום קיימנו את ישיבת הסיעה של יש עתיד בשער האריות בעיר העתיקה כדי לתת גיבוי מלא ולחזק את השוטרים ואת כלל כוחות הבטחון שעושים עבודת קודש, פשוט כך. צריך לאפשר להם חופש פעולה מלא ולא לכבול את ידיהם כי ידם לא קלה על ההדק והם יודעים מה שהם עושים. אני מחבק אותם ונותן גיבוי מלא לאנשים היקרים הללו. בתקווה לימים שקטים יותר.",https://www.facebook.com/369855119713388/posts/722134817818748,www.facebook.com/722134817818748_722157011149862,נצ״מ דורון התותח!        איש אשכולות האיש באחריות.,נצ״מ דורון התותח!        איש אשכולות האיש באחריות.,2015-10-12 12:33:54+00:00,649,166,27,8,2,0,he,520,43,0,0,,1,744481718924230,CENTER,CENTER,0,יש עתיד,0,65,0,,0,12/30/1899,12/30/1899,2015-10-12 11:29:13+00:00,10/12/2015,649,1,0,0,0,0,1,0,0,0,209,487,461,412,73,29,144,0,0,2,9,0.0047281324,0.0212765957,1,1,1,1,,,42,42:2015-10-12,8552,9157,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,1,4,4,4,2,4,2,2,2,0
722329647825389_722503944474626,878,יאיר לפיד,107836625941364_722329647825389,"לא יתכן שמי שהצליח לשרוד את הזוועות הגדולות ביותר של החברה האנושית לא ישרוד את הבירוקרטיה הישראלית.        לכן הבאנו היום לממשלה, ערב יום השואה, את התכנית הלאומית לסיוע חירום לניצולי השואה בהיקף של מיליארד שקלים.        ניצולי השואה יקבלו 100% החזר על תרופות, מענקים מוגדלים ישירות לחשבון הבנק, טיפולים נפשיים בחינם, מרכזי סיוע ותמיכות.        התכנית אושרה פה אחד והפעם הניצולים לא יצטרכו לחכות, מפני שאין לנו זמן לחכות. עלינו לעזור להם כבר עכשיו, והרשות לזכויות ניצולי השואה ערוכה ליישום מיידי של התכנית.        התכנית לא רק מגדילה את היקף הסיוע וההטבות להם זכאים ניצולות וניצולי השואה, אלא היא בעיקר הופכת את ההתמודדות עם הסבך הבירוקרטי לקצרה ופשוטה הרבה יותר.         התכנית גם מכלילה, לראשונה, ניצולי שואה שעלו לישראל לאחר 1953, ועד כה המדינה לא הכירה בהם.        בישיבת הממשלה שאישרה את ההחלטה ביקשתי להגיד לפרוטוקול שאיני מצביע רק בשמי, אלא גם בשם עוד שר בשם לפיד, ילד יהודי בן 13 שניצל בנס בגטו בודפשט. הבקשה אושרה.",https://www.facebook.com/107836625941364/posts/722329647825389,www.facebook.com/722329647825389_722503944474626,כדי לקבל שעות סיכוד אנו ממתינים כבר ארבעה חודשים תוך כדי חילופי תכתובות ואישורים ... מדוע לא מספיק אשור בטוח לאומי ?,כדי לקבל שעות סיכוד אנו ממתינים כבר ארבעה חודשים תוך כדי חילופי תכתובות ואישורים ... מדוע לא מספיק אשור בטוח לאומי ?,2014-04-27 16:02:47+00:00,116,10074,1952,511,1,0,he,880,116,0,0,,3,987770724597550,CENTER,CENTER,1,יש עתיד,0,53,2,,1,12/31/1899,12/30/1899,2014-04-27 09:54:55+00:00,4/27/2014,116,0,0,0,0,1,1,0,0,0,-324,-46,-72,-121,-460,-504,173,0,0,3,11,0.0016366612,0.0180032733,1,1,1,1,,,14,14:2014-04-27,-1,393951,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,2,4,4,4,4,2,2,2,2,0
722352641194887_722654624498022,831,מירי רגב,118410851589072_722352664528218,"בוקר טוב, בדרך לעברונה לסיור של ועדת הפנים והגנת הסביבה אעדכן על התרשמותי בהמשך .         תשמעו בדיחה :         ציפי לבני קבלנית ההריסות כבר אמרנו, מתקשה למצוא אתר פסולת שיקלוט את הזבל (פסולת) שהשאירה אחריה בכנסות האחרונות.        את זאת אני אומרת,  גם בשם חופש הסאטירה בתגובה לדברים הלא מצחיקים שלה במצב האומה.         יום טוב .",https://www.facebook.com/118410851589072/posts/722352664528218,www.facebook.com/722352641194887_722654624498022,גב׳ גילה שוילי חישבי נכון כמה מפלגות הרסה האם אישה כמו ציפי לא מתבישת לפלוט משפטים כאלו,גב׳ גילה שוילי חישבי נכון כמה מפלגות הרסה האם אישה כמו MK_NOT_WRITER_OF_POST לא מתבישת לפלוט משפטים כאלו,2014-12-14 16:37:20+00:00,347,5145,1848,266,1,0,he,301,87,0,0,,2,1043796615660360,RIGHT,RIGHT,1,הליכוד,1,51,0,,0,12/30/1899,12/30/1899,2014-12-14 05:56:05+00:00,12/14/2014,347,1,0,0,0,0,1,0,0,0,-93,185,159,110,-229,-273,162,0,0,6,0,0.0042918455,0,1,1,1,1,,,6,6:2014-12-14,195599,250796,2/24/2009,12/30/1899,2502,1.00,1,1.00,he,2,4,2,4,2,1,1,2,2,0
722604594536377_722608731202630,871,תמר זנדברג,284775634985944_722604594536377,"כמה שנאה, כמה אלימות, כמה בוז וכמה גזענות מוטחים בנו מדי יום. בפעם השניה בקצת יותר משנה, למציאות האלימה יש גלגול דיגיטלי בפייסבוק או בטוקבקים, שבתורם מתגלגלים לאלימות ממשית במעגל שלפעמים נראה שכבר אי אפשר לעצור.        מחר תקדיש הכנסת יום מיוחד למיגור השיח האלים והבריוני במרחב הווירטואלי וברשתות החברתיות. לכבודו אני מצרפת מקבץ קטן של כמה מהתגובות שקיבלתי רק בימים האחרונים.        כל אלה לא יזיזו אותי בסנטימטר מהדרך שלי ומהערכים שלי, שאני מייצגת בשם ציבור גדול, גדול יותר מכפי שנדמה. אבל בואו נסתכל על זה ונשאל את עצמנו: האם אלה החיים שאנחנו מבקשים?",https://www.facebook.com/284775634985944/posts/722604594536377,www.facebook.com/722604594536377_722608731202630,את יודעת אחותי אם ינסו לרצוח אותך בדקירה למרות הכל אנסה בכל כוחי להציל יהודיה. כן יהודיה יקרה. הייתי חייב להזכיר לך. הסכין הערבית לא מבדילה בין שמאל לימין,את יודעת אחותי אם ינסו לרצוח אותך בדקירה למרות הכל אנסה בכל כוחי להציל יהודיה. כן יהודיה יקרה. הייתי חייב להזכיר לך. הסכין הערבית לא מבדילה בין שמאל לימין,2015-10-12 15:23:56+00:00,649,3963,1358,413,5,3,he,540,154,0,0,,1,1.01527440463188E+016,LEFT,LEFT,0,מרצ,1,40,0,,0,12/30/1899,12/30/1899,2015-10-12 15:10:22+00:00,10/12/2015,649,1,0,0,0,0,1,0,0,0,209,487,461,412,73,29,166,0,0,13,3,0.0184659091,0.0042613636,1,1,1,1,,,98,98:2015-10-12,59951,70953,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,2,4,4,4,4,99,2,2,2,0
723148941115257_723986987698119,831,מירי רגב,118410851589072_723148941115257,"הצטרפו אלי. ביחד נוביל וננצח! מצטרפים למאמץ המשותף למען הליכוד האמיתי. לפרטים לחצו.        כפי שהבטחתי וקיימתי, כפיתי על הממשלה דיור להשכרה לטווח ארוך במחיר מפוקח. הנפתי את הדגל החברתי בליכוד. לאורך כל הדרך הייתי שם בשבילכם, ועכשיו אבקש מכם להיות בשבילי. כל אחד על פי יכולתו, זמנו ורצונו. להצטרפות היכנסו לקישור הבא> http://www.miri-regev.com/",https://www.facebook.com/118410851589072/posts/723148941115257,www.facebook.com/723148941115257_723986987698119,"את ודני אלופים בכתבות כל יום במעשים??????,","את ודני אלופים בכתבות כל יום במעשים??????,",2014-12-17 05:58:05+00:00,350,4799,332,81,1,0,he,337,42,0,0,,1,653245011439838,RIGHT,RIGHT,1,הליכוד,1,51,0,,0,12/30/1899,12/30/1899,2014-12-15 14:07:00+00:00,12/15/2014,348,0,1,0,0,0,1,0,0,0,-92,186,160,111,-228,-272,161,0,0,543,12,0.339055794,0.0103004292,1,1,1,1,,,6,6:2014-12-15,195839,250796,2/24/2009,12/30/1899,2502,1.00,1,1.00,he,2,2,4,4,4,4,2,2,2,0
723175414479295_723405187789651,871,תמר זנדברג,284775634985944_723175414479295,"השר לביטחון פנים הודיע על הקלות בקבלת רישיון נשק.        למרבה הצער, המצב הביטחוני המידרדר לא ישתפר באמצעות חימוש אזרחי ישראל. נסיון העבר הוכיח, שהרחבת היקף הנשק במרחב האזרחי עולה בחיי אדם יותר משמצילה.        גם אם יתכן שיהיו מחבלים שייעצרו באמצעות נשק כזה, גדולה בהרבה הסכנה שייעשה בו שימוש לא מיומן ולא אחראי, שהוא ישמש לאלימות בתוך המשפחה או להתאבדויות או אפילו ייחטף מידי האוחז בו ויגדיל את הסיכוי לאובדן חיי אדם.        מחקרים מראים כי לאשה אשר יש נשק חם בביתה סיכוי גדול פי 3 עד 5 להירצח, וכי ניסיונות התאבדות של בני נוער לרוב נכשלים *אלא אם* מעורב בהם נשק חם.        ומי יאסוף את כל כלי הנשק האלה, הניתנים ברובם המכריע בידי גברים, כאשר ישתפר המצב הביטחוני? אסור להפוך את ישראל למדינת מערב פרוע, ולהקל את הלחיצה על ההדק של אזרחים שלא משרתים בכוחות הביטחון.        הדבר האחראי לעשות יהיה לנסות להרגיע את הרוחות. הצפת הרחובות באזרחים זועמים וחמושים לא מסייעת לזה. להפך.",https://www.facebook.com/284775634985944/posts/723175414479295,www.facebook.com/723175414479295_723405187789651,"תמר-ניסינו, באמת שניסינו ..לאחר הסכמי אוסלו הייתה כאן אופריה קיצרת מועד שהנה אוטוטו זה יגיע...בתמורה קיבלנו ממוסלמים ומהגרי עבודה המכנים עצמם ""פלסטינאים"" כ-1500 הרוגים ! ואלפי פצועים...בקניונים ופיצוצי אוטובוסים (מקווה שאת זה לפחות לא תכחישי)        ניסינו באמת ניסינו לאחר ההתנתקות של 2005 ...פינינו את הישוב היהודי סביב עוטף עזה, וקיבלנו בתמורה אלפי רקטות וטילים במשך שנים על ישובים ישראלים..        יכול להיות-שעם מהגרי העבודה הללו לעולם לא נוכל לחיות בשלום?..ושיש לעיתים מצבים חסרי פיתרון?        התרפסות פתאטית והבנת האויב והזדהות עם עמדותיו לא יביאו לך ולמחנה אליו את שייכת את השלום המיוחל שאתם מדמיינים שיהיה..תתעוררי !","MK_WRITER_OF_POST-ניסינו, באמת שניסינו ..לאחר הסכמי אוסלו הייתה כאן אופריה קיצרת מועד שהנה אוטוטו זה יגיע...בתמורה קיבלנו ממוסלמים ומהגרי עבודה המכנים עצמם ""פלסטינאים"" כ-1500 הרוגים ! ואלפי פצועים...בקניונים ופיצוצי אוטובוסים (מקווה שאת זה לפחות לא תכחישי)        ניסינו באמת ניסינו לאחר ההתנתקות של 2005 ...פינינו את הישוב היהודי סביב עוטף עזה, וקיבלנו בתמורה אלפי רקטות וטילים במשך שנים על ישובים ישראלים..        יכול להיות-שעם מהגרי העבודה הללו לעולם לא נוכל לחיות בשלום?..ושיש לעיתים מצבים חסרי פיתרון?        התרפסות פתאטית והבנת האויב והזדהות עם עמדותיו לא יביאו לך ולמחנה אליו את שייכת את השלום המיוחל שאתם מדמיינים שיהיה..תתעוררי !",2015-10-15 06:36:19+00:00,652,1157,492,103,0,0,he,844,605,0,1,871,1,1.02025779056837E+016,LEFT,LEFT,0,מרצ,1,40,0,,0,12/30/1899,12/30/1899,2015-10-14 12:31:16+00:00,10/14/2015,651,1,0,0,0,0,1,0,0,0,211,489,463,414,75,31,168,0,0,2,0,0.0028409091,0,1,1,1,1,,,98,98:2015-10-14,60189,70953,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,2,4,4,4,4,4,4,2,2,0
723207877700883_2402131,864,נפתלי בנט,396697410351933_723208407700830,..ועוד יום של חרם בינלאומי על ישראל...        הרצאת חדשנות בפני 40 מנהיגי עסקים סיניים שבאו לגעת בנס הישראלי.         (הפגישה הקודמת היתה עם קרן השקעות אמריקאית של 160 מיליארד(!) דולר שבוחנת לראשונה השקעות בישראל).,https://www.facebook.com/396697410351933/posts/723208407700830,www.facebook.com/723207877700883_2402131,"בוקר טוב נפתלי. הייתי רוצה (ואני בטוח שכך גם רוב התומכים שלך) לשמוע מה כוונותיך בנוגע לשחרור האסירים הבא עלינו לרעה. ח""כ דני דנון יצא בהצהרה ברורה בנושא, אך אנו תומכים בך ורוצים לשמוע את דעתך.","בוקר טוב MK_WRITER_OF_POST. הייתי רוצה (ואני בטוח שכך גם רוב התומכים שלך) לשמוע מה כוונותיך בנוגע לשחרור האסירים הבא עלינו לרעה. ח""כ MK_NOT_WRITER_OF_POST יצא בהצהרה ברורה בנושא, אך אנו תומכים בך ורוצים לשמוע את דעתך.",2014-04-02 07:41:55+00:00,91,1332,62,30,39,2,he,200,192,0,0,943,1,1.02023625038142E+016,RIGHT,RIGHT,1,הבית היהודי,0,44,1,,1,12/30/1899,12/30/1899,2014-04-02 07:39:55+00:00,4/2/2014,91,1,0,0,0,0,1,0,0,0,-349,-71,-97,-146,-485,-529,8,0,0,16,216,0.0108401084,0.1463414634,1,1,1,1,,,20,20:2014-04-02,-1,409482,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,3,4,4,1,4,4,2,2,1,0
723506747767754_723574681094294,904,איילת שקד,237683826350051_723506747767754,"יעקב פרי ממפלגת יש עתיד אמר כעת בגלי צהל כי ״הדרך לטפל בחמאס, אלקעידה ודעאש היא דרך מדינית ולא צבאית״, וזה באמת דבר מקסים שכדאי לקדם.         הייתי שמחה לשמוע אתכם הפעם, נותנים רעיונות מדיניים נוספים למר פרי: מה לדעתכם יהיו הדרישות המדיניות של אל קעידה? מה ירצו דעש בתמורה להפסקת עריפת ראשים? האם הקפאת בניה בירושלים תגרום להם להפסיק לשרוף אנשים חיים? האם פינוי מעלה אדומים יביא אותם להתחייב שלא לאנוס יותר את נשות היזידים?         הם הרי אנשים הגיוניים, רבע מיליון אזרחים נהרגו בסוריה מסיבות רציונאליות, וכך גם מאות אלפים בלוב, בעיראק, בסיני, בסודן ובאפגניסטן.         זה לא שמדובר באיסלאם פונדמנטליסטי. גם אלה שרצחו בצרפת- אם היה מתקיים עימם משא ומתן מדיני שבסופו היו הצרפתים מתחייבים לאשר מול דאעש קריקטורות, היו נחסכים חיי אדם.         חופש ביטוי תמורת חיים, לא כדאי?",https://www.facebook.com/237683826350051/posts/723506747767754,www.facebook.com/723506747767754_723574681094294,"איזה להקה של דבילים שמעלים באוב היסטוריה לא קשורה לעניין...יעקב פרי חזר על דבריה של דוברת מחלקת המדינה מלפני יומיים. לא רק אידיוט, גם אידיוט לא מקורי. אלו שתוקפים את איילת שקד פה, כנ״ל חבורה של דבילים חסרי חוט שדרה","איזה להקה של דבילים שמעלים באוב היסטוריה לא קשורה לעניין...MK_NOT_WRITER_OF_POST חזר על דבריה של דוברת מחלקת המדינה מלפני יומיים. לא רק אידיוט, גם אידיוט לא מקורי. אלו שתוקפים את MK_WRITER_OF_POST פה, כנ״ל חבורה של דבילים חסרי חוט שדרה",2015-02-19 14:19:23+00:00,414,5249,818,501,4,0,he,743,214,1,0,,1,1.02036766398993E+016,RIGHT,RIGHT,1,הבית היהודי,1,40,0,,0,12/30/1899,12/30/1899,2015-02-19 11:41:22+00:00,2/19/2015,414,0,0,0,0,1,1,0,0,0,-26,252,226,177,-162,-206,76,0,0,3,6,0.0039735099,0.0079470199,1,1,1,1,,,2,2:2015-02-19,109822,154084,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,2,4,2,4,2,1,2,2,2,0
724135457644808_724304850961202,878,יאיר לפיד,107836625941364_724136214311399,"והנה החלק הטוב של היום הזה:         סגן נשיא אינטל העולמית והנהלת אינטל ישראל הודיעו היום לי ולשר הכלכלה בנט על התחייבותה של חברת הענק אינטל, שלה יש כבר היסטוריה לא מבוטלת עם מדינת ישראל בכלל ועם קריית גת בפרט, לשדרג ולפתח את מפעל אינטל בקרית גת בהשקעה של מיליארדי שקלים.        זו הבעת אמון בכלכלה הישראלית, במשק הישראלי ובמוחות הישראליים.         התוצאה שלה תהיה אלפי מקומות עבודה במעגל הראשון ועשרות אלפי מקומות עבודה במעגל השני, למעמד הביניים הישראלי.",https://www.facebook.com/107836625941364/posts/724136214311399,www.facebook.com/724135457644808_724304850961202,"שקרן ונוכל ,המן הרשע","שקרן ונוכל ,המן הרשע",2014-04-30 22:23:39+00:00,120,4474,496,221,0,0,he,434,20,0,0,,3,879542212076472,CENTER,CENTER,1,יש עתיד,0,53,2,,1,12/31/1899,12/30/1899,2014-04-30 15:10:20+00:00,4/30/2014,119,1,0,0,0,0,1,0,0,0,-321,-43,-69,-118,-457,-501,176,0,0,11,1,0.0114566285,0.0016366612,1,1,1,1,,,14,14:2014-04-30,264174,393951,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,2,2,4,4,4,4,1,2,2,0
724726657624152_725150880915063,831,מירי רגב,118410851589072_724726657624152,"כפי שהבטחתי, תאגידי המים יבוטלו!",https://www.facebook.com/118410851589072/posts/724726657624152,www.facebook.com/724726657624152_725150880915063,"קשקשנים,לא עשיתם כלום רק מדברים ובנוסף עוד עיריות עברו לתאגידים. מה יבוטל, איך יחזור המחיר ? בארץ מה שעלה לא מורידים לעולם.הנה מחיר הדלק ירד בעולם ואנחנו עדיים במחירים אסטרונומיים. מנהיגות אפס. עושקים את האזרח וזהו. כל משרדי הממשלה מפרסמים בטלויזיה כמה הם לעננו.... קשקוש..  אז לפחות תאכלו את השמנת ותשתקו.","קשקשנים,לא עשיתם כלום רק מדברים ובנוסף עוד עיריות עברו לתאגידים. מה יבוטל, איך יחזור המחיר ? בארץ מה שעלה לא מורידים לעולם.הנה מחיר הדלק ירד בעולם ואנחנו עדיים במחירים אסטרונומיים. מנהיגות אפס. עושקים את האזרח וזהו. כל משרדי הממשלה מפרסמים בטלויזיה כמה הם לעננו.... קשקוש..  אז לפחות תאכלו את השמנת ותשתקו.",2014-12-19 15:46:01+00:00,352,8290,783,382,1,0,he,32,306,0,0,,1,1.01527001375834E+016,RIGHT,RIGHT,1,הליכוד,1,51,0,,0,12/30/1899,12/30/1899,2014-12-18 18:54:08+00:00,12/18/2014,351,0,0,1,0,0,1,0,0,0,-89,189,163,114,-225,-269,158,0,1,47,12,0.0377682403,0.0103004292,1,1,1,1,,,6,6:2014-12-18,196232.333333,250796,2/24/2009,12/30/1899,2502,1.00,1,1.00,he,2,2,4,4,4,2,1,2,2,0
725836590771345_2418935,864,נפתלי בנט,396697410351933_725836844104653,"למי פינצ'רתם?        **        נוסע הביתה, השעה 1:42, ואני חושב על יואב.        יואב ירום ואחיו התאום אבנר נולדו בשנת 1973 בחיפה, עיר הולדתי.        מלח הארץ זהו ביטוי שקטן עליהם.        אבנר שירת בסיירת מטכ""ל בצוות שנה מתחתי.        **        יואב הלך לסיירת גולני, עשה קורס קצינים ואיבד את כף הרגל שלו כשעלה על מטען סמוך למוצב כרכום בגבול לבנון.        **        יואב התעקש לחזור ולשרת כקצין בסיירת.        מפקד החטיבה דאז, משה  קפלינסקי, הודיע לו, לקטוע כף הרגל, כי יוכל לחזור לפקד על חיילים רק אם יעבור מבחן ""בר-אור"" בציון מושלם, כולל ריצת אלפיים.         יואב עבר.        **        הוא פיקד על פלוגת הנ""ט ה""עורב"" של חטיבת גולני, והיה אחראי על פעולות רבות ללכידת מבוקשים בכירים.         ביוני 2002, במבצע כנגד מחבלים בכפר טובאס שבשומרון נפצע אחד ממפקדי הצוותים בעורב  - יואב הורה לכל הלוחמים להישאר מאחורי מחסה ויצא לבדו לחלץ את הקצין הפצוע. בזמן החילוץ נפגע יואב משני קליעים שחדרו דרך השכפ""ץ שלבש. הוא החלים וחזר לפקד על היחידה.         **        בשנים 2005 עד 2007 פיקד על גדוד הסיור (גדס""ר) של גולני, כולל במלחמת לבנון השנייה והמבצעים ברצועת עזה שבאו לפניה.        **        כשהיה יוצא למבצעים, יואב לקח איתו בתיק רגל תותבת ספייר, למקרה הצורך.        **        ואז הידיעה הלקונית בחדשות: צמיגי רכבו של מח""ט שומרון אל""מ יואב ירום נוקבו ביצהר.        **        לא יודע מי אתם ומה אתם חושבים שאתם. אינכם ראויים ללוחמים כאלה, והם אינם ראויים לכם.        יש מדינה אחת, צבא אחד, ומי שרוצה להקים פלנגות כנגד החיילים שמגינים עליו, שומט את הקרקע מתחת לישיבתנו כאן. הוא ולא אחר.        **        לילה טוב, אני הלילה יותר עצוב עליכם מאשר כועס בגללכם. ואני בעיקר חושב על יואב.        תתביישו.        (צילום: חדשות 10)",https://www.facebook.com/396697410351933/posts/725836844104653,www.facebook.com/725836590771345_2418935,צריך להפעילציד קשה על כל מי שפוגע בחיילי צהל,צריך להפעילציד קשה על כל מי שפוגע בחיילי צהל,2014-04-09 04:34:28+00:00,98,15998,722,2292,0,0,he,1427,44,1,0,,1,1.02023575742893E+016,RIGHT,RIGHT,1,הבית היהודי,0,44,1,,1,12/30/1899,12/30/1899,2014-04-07 22:53:08+00:00,4/7/2014,97,1,0,0,0,0,1,0,0,0,-343,-65,-91,-140,-479,-523,14,0,0,2,20,0.0013550136,0.0135501355,1,1,1,1,,,20,20:2014-04-07,-1,409482,2/5/2013,12/30/1899,1060,1.00,1,1.00,he,2,4,4,4,4,1,2,2,1,0
726105280819623_726259517470866,831,מירי רגב,118410851589072_726105280819623,"אני מברכת על החלטת ראש הממשלה ויו״ר ההסתדרות להעלות את שכר המינימום ל- 5000 ש״ח לחודש.        כידוע, הייתי בין מובילות הצעת החוק להעלאת שכר המינימום ל- 30 ש״ח לשעה.  ההעלאה הנוכחית תביא את השכר ל- 27 ש״ח לשעה. החלטה זו, היא החלטה משמעותית ביותר לאזרחי המדינה שמשתכרים בשכר מינימום ואינם מסיימים את החודש.        אין לי ספק שנמשיך לפעול ולהוריד את יוקר המחיה ובכך לאפשר לאזרחי המדינה לחיות בכבוד.        כפי שאמרתי רק הליכוד יכול, וגם במקרה זה הליכוד עם ראש הממשלה נתניהו, הוא זה שמעלה את שכר המינימום.        תנו לנו את הכוח להיות המפלגה הגדולה ולהמשיך להוביל את הטיפול הנכון ביוקר המחיה, בלי ססמאות וכוכבים נופלים רק עם עשייה, עוד עשייה ועוד עשייה.",https://www.facebook.com/118410851589072/posts/726105280819623,www.facebook.com/726105280819623_726259517470866,הקרדיט כולו לדוב חנין וליור ההסתדרות,הקרדיט כולו לMK_NOT_WRITER_OF_POST וליור ההסתדרות,2014-12-21 17:04:37+00:00,354,4065,574,68,0,1,he,621,36,0,0,,1,1.02028170789741E+016,RIGHT,RIGHT,1,הליכוד,1,51,0,,0,12/30/1899,12/30/1899,2014-12-21 10:21:45+00:00,12/21/2014,354,0,0,0,0,1,1,0,0,0,-86,192,166,117,-222,-266,155,1,1,35,16,0.0300429185,0.0137339056,1,1,1,1,,,6,6:2014-12-21,196571,250796,2/24/2009,12/30/1899,2502,1.00,1,1.00,he,1,4,1,4,4,3,2,2,2,0
726105280819623_726266364136848,831,מירי רגב,118410851589072_726105280819623,"אני מברכת על החלטת ראש הממשלה ויו״ר ההסתדרות להעלות את שכר המינימום ל- 5000 ש״ח לחודש.        כידוע, הייתי בין מובילות הצעת החוק להעלאת שכר המינימום ל- 30 ש״ח לשעה.  ההעלאה הנוכחית תביא את השכר ל- 27 ש״ח לשעה. החלטה זו, היא החלטה משמעותית ביותר לאזרחי המדינה שמשתכרים בשכר מינימום ואינם מסיימים את החודש.        אין לי ספק שנמשיך לפעול ולהוריד את יוקר המחיה ובכך לאפשר לאזרחי המדינה לחיות בכבוד.        כפי שאמרתי רק הליכוד יכול, וגם במקרה זה הליכוד עם ראש הממשלה נתניהו, הוא זה שמעלה את שכר המינימום.        תנו לנו את הכוח להיות המפלגה הגדולה ולהמשיך להוביל את הטיפול הנכון ביוקר המחיה, בלי ססמאות וכוכבים נופלים רק עם עשייה, עוד עשייה ועוד עשייה.",https://www.facebook.com/118410851589072/posts/726105280819623,www.facebook.com/726105280819623_726266364136848,מה שעצוב זה לראות את העדר העיוור שבולע בשקיקה כל קשקוש שלך ושל חברייך. והעדר יחסית גדול.,מה שעצוב זה לראות את העדר העיוור שבולע בשקיקה כל קשקוש שלך ושל חברייך. והעדר יחסית גדול.,2014-12-21 17:16:01+00:00,354,4065,574,68,4,0,he,621,88,0,0,,1,1.01532222374742E+016,RIGHT,RIGHT,1,הליכוד,1,51,0,,0,12/30/1899,12/30/1899,2014-12-21 10:21:45+00:00,12/21/2014,354,0,0,0,0,1,1,0,0,0,-86,192,166,117,-222,-266,155,1,1,20,0,0.0163090129,0,1,1,1,1,,,6,6:2014-12-21,196571,250796,2/24/2009,12/30/1899,2502,1.00,1,1.00,he,2,2,4,4,4,2,1,2,2,0
